order_id,user_id,amount,quantity,created_at,status,status_clean,amount__isna,quantity__isna,year,month,day,hour,country,signup_date,amount_winsor
SYN_00020,0131,11.28,2.0,2025-11-16 21:48:00+00:00,Paid,paid,False,False,2025,11,16,21,SA,2025-10-31,14.236500000000001
SYN_00021,0150,172.52,3.0,2025-11-27 08:32:00+00:00,PAID,paid,False,False,2025,11,27,8,SA,2025-10-24,172.52
SYN_00022,0309,77.54,1.0,2025-11-25 10:10:00+00:00,paid,paid,False,False,2025,11,25,10,AE,2025-10-31,77.54
SYN_00023,0258,5.66,1.0,2025-11-27 03:43:00+00:00,PAID,paid,False,False,2025,11,27,3,EG,2025-10-29,14.236500000000001
SYN_00024,0344,131.28,4.0,2025-11-07 11:43:00+00:00,Refund,refund,False,False,2025,11,7,11,EG,2025-11-11,131.28
SYN_00025,0492,85.24,4.0,2025-11-08 09:17:00+00:00,PAID,paid,False,False,2025,11,8,9,EG,2025-11-01,85.24
SYN_00026,0414,65.91,4.0,2025-11-25 02:44:00+00:00,paid,paid,False,False,2025,11,25,2,AE,2025-10-17,65.91
SYN_00027,0294,116.83,2.0,2025-11-28 15:11:00+00:00,PAID,paid,False,False,2025,11,28,15,AE,2025-10-14,116.83
SYN_00028,0386,66.35,3.0,2025-11-21 05:34:00+00:00,paid,paid,False,False,2025,11,21,5,SA,2025-11-09,66.35
SYN_00029,0192,89.73,2.0,2025-11-03 17:07:00+00:00,Refund,refund,False,False,2025,11,3,17,AE,2025-11-05,89.73
SYN_00030,0444,60.52,2.0,2025-11-24 07:35:00+00:00,Refund,refund,False,False,2025,11,24,7,SA,2025-10-24,60.52
SYN_00031,0277,62.85,1.0,2025-11-04 08:27:00+00:00,Refund,refund,False,False,2025,11,4,8,SA,2025-11-14,62.85
SYN_00032,0161,24.44,2.0,2025-11-22 06:07:00+00:00,Paid,paid,False,False,2025,11,22,6,AE,2025-10-27,24.44
SYN_00033,0460,95.15,1.0,2025-11-10 12:19:00+00:00,Refund,refund,False,False,2025,11,10,12,SA,2025-10-25,95.15
SYN_00034,0314,239.06,1.0,2025-11-26 21:32:00+00:00,PAID,paid,False,False,2025,11,26,21,SA,2025-11-01,186.09
SYN_00035,0022,51.5,4.0,2025-11-18 23:23:00+00:00,Paid,paid,False,False,2025,11,18,23,EG,2025-10-18,51.5
SYN_00036,0253,32.8,1.0,2025-11-04 16:33:00+00:00,Refund,refund,False,False,2025,11,4,16,SA,2025-10-18,32.8
SYN_00037,0236,41.77,1.0,2025-11-10 10:38:00+00:00,PAID,paid,False,False,2025,11,10,10,SA,2025-11-06,41.77
SYN_00038,0345,16.65,1.0,2025-11-21 00:07:00+00:00,PAID,paid,False,False,2025,11,21,0,EG,2025-10-26,16.65
SYN_00039,0049,57.26,4.0,2025-11-04 09:27:00+00:00,PAID,paid,False,False,2025,11,4,9,AE,2025-10-09,57.26
SYN_00040,0475,61.54,2.0,2025-11-03 16:14:00+00:00,paid,paid,False,False,2025,11,3,16,SA,2025-11-04,61.54
SYN_00041,0059,68.87,2.0,2025-11-11 02:16:00+00:00,Paid,paid,False,False,2025,11,11,2,SA,2025-10-08,68.87
SYN_00042,0170,121.0,3.0,2025-11-03 11:18:00+00:00,PAID,paid,False,False,2025,11,3,11,SA,2025-10-20,121.0
SYN_00043,0476,39.49,3.0,2025-11-07 18:52:00+00:00,paid,paid,False,False,2025,11,7,18,EG,2025-11-11,39.49
SYN_00044,0188,42.21,1.0,2025-11-26 05:43:00+00:00,Refund,refund,False,False,2025,11,26,5,SA,2025-10-22,42.21
SYN_00045,0464,21.23,2.0,2025-11-25 10:26:00+00:00,PAID,paid,False,False,2025,11,25,10,SA,2025-10-19,21.23
SYN_00046,0271,39.26,3.0,2025-11-26 16:06:00+00:00,paid,paid,False,False,2025,11,26,16,SA,2025-10-30,39.26
SYN_00047,0190,5.45,2.0,2025-11-24 10:49:00+00:00,PAID,paid,False,False,2025,11,24,10,SA,2025-10-28,14.236500000000001
SYN_00048,0446,121.01,1.0,2025-11-28 16:47:00+00:00,Paid,paid,False,False,2025,11,28,16,EG,2025-11-04,121.01
SYN_00049,0175,27.56,4.0,2025-11-14 08:29:00+00:00,Paid,paid,False,False,2025,11,14,8,SA,2025-11-12,27.56
SYN_00050,0446,28.01,2.0,2025-11-07 17:13:00+00:00,Refund,refund,False,False,2025,11,7,17,AE,2025-10-11,28.01
SYN_00051,0051,70.86,1.0,2025-11-20 08:37:00+00:00,PAID,paid,False,False,2025,11,20,8,SA,2025-10-31,70.86
SYN_00052,0364,32.96,2.0,2025-11-22 22:41:00+00:00,paid,paid,False,False,2025,11,22,22,AE,2025-11-08,32.96
SYN_00053,0055,30.02,1.0,2025-11-27 10:44:00+00:00,Refund,refund,False,False,2025,11,27,10,EG,2025-11-05,30.02
SYN_00054,0244,25.51,1.0,2025-11-12 06:44:00+00:00,PAID,paid,False,False,2025,11,12,6,SA,2025-10-30,25.51
SYN_00055,0320,38.26,3.0,2025-11-19 23:56:00+00:00,Refund,refund,False,False,2025,11,19,23,SA,2025-10-23,38.26
SYN_00056,0131,78.58,1.0,2025-11-12 16:06:00+00:00,paid,paid,False,False,2025,11,12,16,SA,2025-10-19,78.58
SYN_00057,0485,125.61,2.0,2025-11-17 00:59:00+00:00,Refund,refund,False,False,2025,11,17,0,AE,2025-10-12,125.61
SYN_00058,0307,30.95,2.0,2025-11-26 17:14:00+00:00,Refund,refund,False,False,2025,11,26,17,SA,2025-10-15,30.95
SYN_00059,0135,66.5,1.0,2025-11-28 23:57:00+00:00,Refund,refund,False,False,2025,11,28,23,EG,2025-10-31,66.5
SYN_00060,0021,46.41,,2025-11-14 06:14:00+00:00,PAID,paid,False,True,2025,11,14,6,AE,2025-11-12,46.41
SYN_00061,0329,186.28,1.0,2025-11-08 08:29:00+00:00,paid,paid,False,False,2025,11,8,8,EG,2025-11-06,186.09
SYN_00062,0167,167.84,1.0,2025-11-02 03:37:00+00:00,Paid,paid,False,False,2025,11,2,3,AE,2025-11-06,167.84
SYN_00063,0274,19.33,1.0,2025-11-23 18:04:00+00:00,PAID,paid,False,False,2025,11,23,18,SA,2025-10-15,19.33
SYN_00064,0388,68.11,1.0,2025-11-28 10:51:00+00:00,Paid,paid,False,False,2025,11,28,10,SA,2025-10-29,68.11
SYN_00065,0089,73.46,1.0,2025-11-03 04:44:00+00:00,Paid,paid,False,False,2025,11,3,4,SA,2025-11-12,73.46
SYN_00066,0316,45.7,3.0,2025-11-20 03:02:00+00:00,PAID,paid,False,False,2025,11,20,3,EG,2025-10-26,45.7
SYN_00067,0014,39.28,,2025-11-13 19:17:00+00:00,PAID,paid,False,True,2025,11,13,19,AE,2025-11-13,39.28
SYN_00068,0242,32.38,1.0,2025-11-29 15:27:00+00:00,paid,paid,False,False,2025,11,29,15,AE,2025-10-02,32.38
SYN_00069,0265,42.29,2.0,2025-11-27 17:45:00+00:00,paid,paid,False,False,2025,11,27,17,SA,2025-10-20,42.29
SYN_00070,0346,108.64,3.0,2025-11-14 14:41:00+00:00,Refund,refund,False,False,2025,11,14,14,SA,2025-10-15,108.64
SYN_00071,0053,88.92,3.0,2025-11-20 17:50:00+00:00,Paid,paid,False,False,2025,11,20,17,AE,2025-10-04,88.92
SYN_00072,0386,62.38,2.0,2025-11-05 04:09:00+00:00,paid,paid,False,False,2025,11,5,4,SA,2025-10-22,62.38
SYN_00073,0340,35.83,1.0,2025-11-04 03:52:00+00:00,Refund,refund,False,False,2025,11,4,3,SA,2025-11-07,35.83
SYN_00074,0092,42.77,1.0,2025-11-07 12:57:00+00:00,paid,paid,False,False,2025,11,7,12,AE,2025-10-23,42.77
SYN_00075,0367,237.64,3.0,2025-11-30 03:49:00+00:00,PAID,paid,False,False,2025,11,30,3,SA,2025-10-26,186.09
SYN_00076,0444,190.15,3.0,2025-11-02 20:31:00+00:00,paid,paid,False,False,2025,11,2,20,SA,2025-10-11,186.09
SYN_00077,0455,41.56,1.0,2025-11-05 12:39:00+00:00,Paid,paid,False,False,2025,11,5,12,SA,2025-10-28,41.56
SYN_00078,0428,27.15,1.0,2025-11-26 12:10:00+00:00,paid,paid,False,False,2025,11,26,12,SA,2025-10-02,27.15
SYN_00079,0264,45.68,4.0,2025-11-09 20:14:00+00:00,Paid,paid,False,False,2025,11,9,20,EG,2025-10-08,45.68
SYN_00080,0431,52.05,3.0,2025-11-03 14:02:00+00:00,PAID,paid,False,False,2025,11,3,14,SA,2025-10-29,52.05
SYN_00081,0035,23.45,,2025-11-04 09:46:00+00:00,Paid,paid,False,True,2025,11,4,9,SA,2025-10-11,23.45
SYN_00082,0206,81.47,3.0,2025-11-21 21:36:00+00:00,paid,paid,False,False,2025,11,21,21,SA,2025-11-06,81.47
SYN_00083,0081,59.29,1.0,2025-11-28 19:11:00+00:00,Refund,refund,False,False,2025,11,28,19,AE,2025-10-18,59.29
SYN_00084,0420,47.76,2.0,2025-11-10 12:19:00+00:00,PAID,paid,False,False,2025,11,10,12,SA,2025-10-14,47.76
SYN_00085,0050,40.16,2.0,2025-11-15 21:18:00+00:00,paid,paid,False,False,2025,11,15,21,SA,2025-10-10,40.16
SYN_00086,0360,114.14,1.0,2025-11-24 07:36:00+00:00,PAID,paid,False,False,2025,11,24,7,SA,2025-11-04,114.14
SYN_00087,0388,35.86,2.0,2025-11-30 02:58:00+00:00,PAID,paid,False,False,2025,11,30,2,SA,2025-10-09,35.86
SYN_00088,0002,287.88,3.0,2025-11-23 09:27:00+00:00,paid,paid,False,False,2025,11,23,9,SA,2025-11-04,186.09
SYN_00089,0390,75.82,1.0,2025-11-20 09:38:00+00:00,paid,paid,False,False,2025,11,20,9,AE,2025-10-11,75.82
SYN_00090,0054,71.39,3.0,2025-11-29 02:29:00+00:00,Refund,refund,False,False,2025,11,29,2,EG,2025-11-13,71.39
SYN_00091,0106,95.18,2.0,2025-11-13 05:20:00+00:00,PAID,paid,False,False,2025,11,13,5,SA,2025-10-12,95.18
SYN_00092,0260,186.08,,2025-11-15 04:35:00+00:00,PAID,paid,False,True,2025,11,15,4,SA,2025-10-03,186.08
SYN_00093,0310,40.44,1.0,2025-11-13 21:41:00+00:00,paid,paid,False,False,2025,11,13,21,EG,2025-11-08,40.44
SYN_00094,0477,101.9,1.0,2025-11-10 20:31:00+00:00,Paid,paid,False,False,2025,11,10,20,SA,2025-10-14,101.9
SYN_00095,0191,98.85,2.0,2025-11-14 07:50:00+00:00,paid,paid,False,False,2025,11,14,7,AE,2025-10-28,98.85
SYN_00096,0402,135.66,1.0,2025-11-20 00:26:00+00:00,PAID,paid,False,False,2025,11,20,0,SA,2025-10-11,135.66
SYN_00097,0218,53.66,3.0,2025-11-23 00:41:00+00:00,paid,paid,False,False,2025,11,23,0,EG,2025-11-08,53.66
SYN_00098,0044,128.55,3.0,2025-11-10 12:24:00+00:00,Refund,refund,False,False,2025,11,10,12,AE,2025-10-25,128.55
SYN_00099,0162,37.48,1.0,2025-11-02 11:23:00+00:00,Paid,paid,False,False,2025,11,2,11,EG,2025-10-21,37.48
SYN_00100,0202,5.09,2.0,2025-11-18 11:34:00+00:00,paid,paid,False,False,2025,11,18,11,AE,2025-10-10,14.236500000000001
SYN_00101,0446,13.83,2.0,2025-11-11 03:06:00+00:00,Refund,refund,False,False,2025,11,11,3,SA,2025-11-12,14.236500000000001
SYN_00102,0484,67.5,1.0,2025-11-23 04:56:00+00:00,PAID,paid,False,False,2025,11,23,4,EG,2025-10-15,67.5
SYN_00103,0270,124.18,4.0,2025-11-18 15:36:00+00:00,paid,paid,False,False,2025,11,18,15,SA,2025-10-19,124.18
SYN_00104,0351,71.73,3.0,2025-11-02 06:14:00+00:00,PAID,paid,False,False,2025,11,2,6,SA,2025-10-22,71.73
SYN_00105,0304,75.57,2.0,2025-11-10 00:41:00+00:00,Refund,refund,False,False,2025,11,10,0,AE,2025-10-21,75.57
SYN_00106,0271,100.57,3.0,2025-11-12 11:08:00+00:00,PAID,paid,False,False,2025,11,12,11,AE,2025-11-13,100.57
SYN_00107,0456,96.58,2.0,2025-11-14 15:10:00+00:00,Refund,refund,False,False,2025,11,14,15,EG,2025-11-01,96.58
SYN_00108,0462,154.05,4.0,2025-11-10 07:00:00+00:00,Refund,refund,False,False,2025,11,10,7,SA,2025-10-23,154.05
SYN_00109,0215,44.53,2.0,2025-11-25 18:59:00+00:00,Refund,refund,False,False,2025,11,25,18,AE,2025-10-13,44.53
SYN_00110,0252,89.77,3.0,2025-11-09 13:17:00+00:00,paid,paid,False,False,2025,11,9,13,AE,2025-10-05,89.77
SYN_00111,0190,178.97,4.0,2025-11-25 19:39:00+00:00,PAID,paid,False,False,2025,11,25,19,SA,2025-10-04,178.97
SYN_00112,0296,89.66,1.0,2025-11-25 03:45:00+00:00,PAID,paid,False,False,2025,11,25,3,SA,2025-10-28,89.66
SYN_00113,0213,157.66,3.0,2025-11-23 05:00:00+00:00,Paid,paid,False,False,2025,11,23,5,SA,2025-10-14,157.66
SYN_00114,0208,46.24,1.0,2025-11-17 12:39:00+00:00,Paid,paid,False,False,2025,11,17,12,SA,2025-10-08,46.24
SYN_00115,0237,129.85,1.0,2025-11-25 10:23:00+00:00,Paid,paid,False,False,2025,11,25,10,EG,2025-10-09,129.85
SYN_00116,0338,130.64,1.0,2025-11-21 06:06:00+00:00,Paid,paid,False,False,2025,11,21,6,AE,2025-11-04,130.64
SYN_00117,0367,12.91,,2025-11-14 12:40:00+00:00,PAID,paid,False,True,2025,11,14,12,AE,2025-11-06,14.236500000000001
SYN_00118,0053,82.25,4.0,2025-11-02 02:49:00+00:00,Refund,refund,False,False,2025,11,2,2,EG,2025-10-21,82.25
SYN_00119,0280,75.87,3.0,2025-11-01 11:57:00+00:00,Refund,refund,False,False,2025,11,1,11,SA,2025-10-18,75.87
SYN_00120,0410,119.79,3.0,2025-11-14 20:25:00+00:00,paid,paid,False,False,2025,11,14,20,AE,2025-11-02,119.79
SYN_00121,0217,76.43,2.0,2025-11-18 18:32:00+00:00,Refund,refund,False,False,2025,11,18,18,SA,2025-10-08,76.43
SYN_00122,0252,317.56,4.0,2025-11-20 13:01:00+00:00,PAID,paid,False,False,2025,11,20,13,EG,2025-10-17,186.09
SYN_00123,0188,207.54,2.0,2025-11-21 20:09:00+00:00,PAID,paid,False,False,2025,11,21,20,SA,2025-11-12,186.09
SYN_00124,0380,102.03,1.0,2025-11-05 17:02:00+00:00,PAID,paid,False,False,2025,11,5,17,EG,2025-10-31,102.03
SYN_00125,0493,80.44,1.0,2025-11-19 10:16:00+00:00,paid,paid,False,False,2025,11,19,10,SA,2025-11-03,80.44
SYN_00126,0041,23.43,3.0,2025-11-24 11:36:00+00:00,Paid,paid,False,False,2025,11,24,11,SA,2025-10-06,23.43
SYN_00127,0157,76.62,3.0,2025-11-19 00:13:00+00:00,Refund,refund,False,False,2025,11,19,0,AE,2025-10-22,76.62
SYN_00128,0015,71.97,1.0,2025-11-09 01:38:00+00:00,PAID,paid,False,False,2025,11,9,1,SA,2025-10-14,71.97
SYN_00129,0301,302.47,1.0,2025-11-06 18:27:00+00:00,PAID,paid,False,False,2025,11,6,18,AE,2025-10-03,186.09
SYN_00130,0065,97.55,3.0,2025-11-19 12:31:00+00:00,Paid,paid,False,False,2025,11,19,12,SA,2025-10-12,97.55
SYN_00131,0345,138.68,1.0,2025-11-29 05:53:00+00:00,PAID,paid,False,False,2025,11,29,5,AE,2025-11-05,138.68
SYN_00132,0327,40.87,3.0,2025-11-30 16:41:00+00:00,Refund,refund,False,False,2025,11,30,16,SA,2025-10-12,40.87
SYN_00133,0009,121.07,,2025-11-08 04:18:00+00:00,paid,paid,False,True,2025,11,8,4,SA,2025-11-14,121.07
SYN_00134,0344,4.29,2.0,2025-11-27 15:06:00+00:00,PAID,paid,False,False,2025,11,27,15,SA,2025-10-02,14.236500000000001
SYN_00135,0129,156.12,1.0,2025-11-05 13:08:00+00:00,Refund,refund,False,False,2025,11,5,13,SA,2025-10-02,156.12
SYN_00136,0492,32.7,3.0,2025-11-28 21:09:00+00:00,PAID,paid,False,False,2025,11,28,21,SA,2025-10-15,32.7
SYN_00137,0136,23.8,3.0,2025-11-15 16:44:00+00:00,Paid,paid,False,False,2025,11,15,16,SA,2025-10-23,23.8
SYN_00138,0472,59.26,2.0,2025-11-20 02:46:00+00:00,PAID,paid,False,False,2025,11,20,2,SA,2025-10-29,59.26
SYN_00139,0063,117.43,,2025-11-22 16:22:00+00:00,PAID,paid,False,True,2025,11,22,16,SA,2025-10-17,117.43
SYN_00140,0139,58.87,1.0,2025-11-15 00:16:00+00:00,paid,paid,False,False,2025,11,15,0,SA,2025-11-01,58.87
SYN_00141,0499,26.73,2.0,2025-11-03 01:01:00+00:00,Paid,paid,False,False,2025,11,3,1,EG,2025-10-07,26.73
SYN_00142,0081,97.06,3.0,2025-11-04 22:55:00+00:00,Paid,paid,False,False,2025,11,4,22,SA,2025-10-30,97.06
SYN_00143,0392,33.33,4.0,2025-11-28 04:49:00+00:00,paid,paid,False,False,2025,11,28,4,SA,2025-10-28,33.33
SYN_00144,0163,58.53,1.0,2025-11-18 17:53:00+00:00,PAID,paid,False,False,2025,11,18,17,AE,2025-10-14,58.53
SYN_00145,0419,37.44,3.0,2025-11-28 01:25:00+00:00,Refund,refund,False,False,2025,11,28,1,SA,2025-11-13,37.44
SYN_00146,0289,74.68,2.0,2025-11-27 12:58:00+00:00,Paid,paid,False,False,2025,11,27,12,AE,2025-10-30,74.68
SYN_00147,0379,60.91,1.0,2025-11-18 14:39:00+00:00,Paid,paid,False,False,2025,11,18,14,SA,2025-10-17,60.91
SYN_00148,0261,75.0,1.0,2025-11-18 05:36:00+00:00,PAID,paid,False,False,2025,11,18,5,SA,2025-11-01,75.0
SYN_00149,0490,306.91,4.0,2025-11-06 19:38:00+00:00,PAID,paid,False,False,2025,11,6,19,SA,2025-10-06,186.09
SYN_00150,0231,24.28,1.0,2025-11-02 07:21:00+00:00,Paid,paid,False,False,2025,11,2,7,AE,2025-10-24,24.28
SYN_00151,0041,167.15,1.0,2025-11-28 11:27:00+00:00,PAID,paid,False,False,2025,11,28,11,AE,2025-10-06,167.15
SYN_00152,0028,2.05,1.0,2025-11-10 11:55:00+00:00,Refund,refund,False,False,2025,11,10,11,SA,2025-10-27,14.236500000000001
SYN_00153,0135,22.47,4.0,2025-11-04 04:26:00+00:00,Paid,paid,False,False,2025,11,4,4,SA,2025-10-18,22.47
SYN_00154,0201,77.75,2.0,2025-11-18 08:46:00+00:00,Refund,refund,False,False,2025,11,18,8,EG,2025-10-24,77.75
SYN_00155,0328,59.22,3.0,2025-11-29 14:38:00+00:00,Refund,refund,False,False,2025,11,29,14,SA,2025-11-06,59.22
SYN_00156,0268,97.8,1.0,2025-11-16 20:31:00+00:00,PAID,paid,False,False,2025,11,16,20,SA,2025-10-24,97.8
SYN_00157,0418,49.67,2.0,2025-11-25 09:13:00+00:00,Refund,refund,False,False,2025,11,25,9,EG,2025-11-07,49.67
SYN_00158,0033,63.14,2.0,2025-11-12 10:19:00+00:00,PAID,paid,False,False,2025,11,12,10,AE,2025-11-03,63.14
SYN_00159,0048,62.16,3.0,2025-11-23 12:43:00+00:00,paid,paid,False,False,2025,11,23,12,SA,2025-11-09,62.16
SYN_00160,0407,68.23,4.0,2025-11-30 09:16:00+00:00,PAID,paid,False,False,2025,11,30,9,AE,2025-10-15,68.23
SYN_00161,0062,71.9,1.0,2025-11-22 05:55:00+00:00,Refund,refund,False,False,2025,11,22,5,EG,2025-10-11,71.9
SYN_00162,0216,60.16,2.0,2025-11-05 01:57:00+00:00,paid,paid,False,False,2025,11,5,1,SA,2025-10-22,60.16
SYN_00163,0293,50.15,1.0,2025-11-28 11:13:00+00:00,PAID,paid,False,False,2025,11,28,11,SA,2025-10-24,50.15
SYN_00164,0099,55.52,2.0,2025-11-04 10:02:00+00:00,Refund,refund,False,False,2025,11,4,10,SA,2025-10-01,55.52
SYN_00165,0172,79.53,1.0,2025-11-04 06:06:00+00:00,Paid,paid,False,False,2025,11,4,6,EG,2025-10-18,79.53
SYN_00166,0360,80.59,1.0,2025-11-23 18:06:00+00:00,Paid,paid,False,False,2025,11,23,18,AE,2025-11-13,80.59
SYN_00167,0214,38.16,1.0,2025-11-11 00:07:00+00:00,PAID,paid,False,False,2025,11,11,0,SA,2025-10-12,38.16
SYN_00168,0475,29.03,2.0,2025-11-23 05:26:00+00:00,PAID,paid,False,False,2025,11,23,5,EG,2025-11-12,29.03
SYN_00169,0035,12.27,1.0,2025-11-22 19:42:00+00:00,Paid,paid,False,False,2025,11,22,19,SA,2025-10-28,14.236500000000001
SYN_00170,0449,205.62,3.0,2025-11-09 11:25:00+00:00,Refund,refund,False,False,2025,11,9,11,SA,2025-11-09,186.09
SYN_00171,0227,20.91,2.0,2025-11-15 14:54:00+00:00,Refund,refund,False,False,2025,11,15,14,SA,2025-10-07,20.91
SYN_00172,0101,32.77,1.0,2025-11-17 08:07:00+00:00,Refund,refund,False,False,2025,11,17,8,SA,2025-10-23,32.77
SYN_00173,0431,113.85,3.0,2025-11-13 19:23:00+00:00,PAID,paid,False,False,2025,11,13,19,EG,2025-10-21,113.85
SYN_00174,0462,17.08,1.0,2025-11-12 11:24:00+00:00,paid,paid,False,False,2025,11,12,11,SA,2025-11-03,17.08
SYN_00175,0131,42.3,2.0,2025-11-20 14:02:00+00:00,paid,paid,False,False,2025,11,20,14,AE,2025-10-11,42.3
SYN_00176,0257,130.5,2.0,2025-11-01 00:16:00+00:00,paid,paid,False,False,2025,11,1,0,SA,2025-10-22,130.5
SYN_00177,0005,65.08,1.0,2025-11-12 16:48:00+00:00,paid,paid,False,False,2025,11,12,16,SA,2025-11-11,65.08
SYN_00178,0218,251.39,1.0,2025-11-15 11:35:00+00:00,paid,paid,False,False,2025,11,15,11,EG,2025-11-04,186.09
SYN_00179,0255,107.76,1.0,2025-11-13 15:31:00+00:00,PAID,paid,False,False,2025,11,13,15,SA,2025-10-29,107.76
SYN_00180,0398,19.81,4.0,2025-11-18 10:15:00+00:00,PAID,paid,False,False,2025,11,18,10,SA,2025-11-11,19.81
SYN_00181,0359,72.01,2.0,2025-11-27 21:24:00+00:00,paid,paid,False,False,2025,11,27,21,SA,2025-10-28,72.01
SYN_00182,0283,12.96,2.0,2025-11-27 02:23:00+00:00,PAID,paid,False,False,2025,11,27,2,EG,2025-10-18,14.236500000000001
SYN_00183,0393,99.42,2.0,2025-11-02 23:23:00+00:00,PAID,paid,False,False,2025,11,2,23,SA,2025-10-14,99.42
SYN_00184,0207,45.26,1.0,2025-11-21 08:21:00+00:00,paid,paid,False,False,2025,11,21,8,SA,2025-10-18,45.26
SYN_00185,0015,97.75,2.0,2025-11-19 09:00:00+00:00,Refund,refund,False,False,2025,11,19,9,SA,2025-10-28,97.75
SYN_00186,0346,190.25,3.0,2025-11-23 03:58:00+00:00,PAID,paid,False,False,2025,11,23,3,SA,2025-10-24,186.09
SYN_00187,0042,185.1,1.0,2025-11-20 23:07:00+00:00,Refund,refund,False,False,2025,11,20,23,AE,2025-10-08,185.1
SYN_00188,0380,58.83,1.0,2025-11-12 02:12:00+00:00,PAID,paid,False,False,2025,11,12,2,SA,2025-11-11,58.83
SYN_00189,0461,117.6,1.0,2025-11-20 15:50:00+00:00,PAID,paid,False,False,2025,11,20,15,SA,2025-11-14,117.6
SYN_00190,0179,50.26,2.0,2025-11-16 22:07:00+00:00,paid,paid,False,False,2025,11,16,22,SA,2025-10-08,50.26
SYN_00191,0063,77.45,,2025-11-01 18:14:00+00:00,PAID,paid,False,True,2025,11,1,18,SA,2025-10-04,77.45
SYN_00192,0352,14.87,1.0,2025-11-28 00:12:00+00:00,Paid,paid,False,False,2025,11,28,0,EG,2025-10-27,14.87
SYN_00193,0231,33.35,2.0,2025-11-24 17:32:00+00:00,Paid,paid,False,False,2025,11,24,17,SA,2025-11-05,33.35
SYN_00194,0241,100.92,1.0,2025-11-17 04:44:00+00:00,paid,paid,False,False,2025,11,17,4,EG,2025-10-05,100.92
SYN_00195,0052,10.92,,2025-11-15 08:34:00+00:00,Refund,refund,False,True,2025,11,15,8,SA,2025-11-02,14.236500000000001
SYN_00196,0096,71.71,1.0,2025-11-03 18:22:00+00:00,Refund,refund,False,False,2025,11,3,18,SA,2025-11-03,71.71
SYN_00197,0388,76.35,2.0,2025-11-11 23:10:00+00:00,Refund,refund,False,False,2025,11,11,23,EG,2025-10-30,76.35
SYN_00198,0222,103.22,3.0,2025-11-09 11:25:00+00:00,Paid,paid,False,False,2025,11,9,11,SA,2025-10-08,103.22
SYN_00199,0485,14.97,3.0,2025-11-17 21:38:00+00:00,Refund,refund,False,False,2025,11,17,21,AE,2025-11-08,14.97
SYN_00200,0407,11.95,2.0,2025-11-09 20:28:00+00:00,Refund,refund,False,False,2025,11,9,20,EG,2025-10-26,14.236500000000001
SYN_00201,0231,131.74,1.0,2025-11-15 15:37:00+00:00,paid,paid,False,False,2025,11,15,15,SA,2025-11-06,131.74
